instance,ratio,k_mode,split_mode,converged,time,nodes,total_depth,depth_attempts,final_depth_iterations,total_iterations,m_states,Ff,Fb,min_frontier,max_frontier,min_over_m,max_over_m,geo_over_m,prod_over_m2,imbalance,iter0_fill_ratio,iter1_fill_ratio
6,0.01,optk,dynamic,True,26.427,404769960,52,12,2,22,105585.77777777778,4840717,2359175,2359175,4840717,22.343681598531788,45.8462976916083,32.00586005863299,1024.3750780927987,2.0518685557451226,0.309451,0.0901851
6,0.01,optk,fixed,True,21.5998,458566547,52,12,2,21,105585.77777777778,10113808,3179844,3179844,10113808,30.11621514682112,95.78759765625,53.70996089565476,2884.7598994127634,3.1805987966705285,0.426625,0.158614
6,0.1,k1,dynamic,True,16.6888,313303453,52,12,2,19,1056403.911111111,4840717,281893,281893,4840717,0.26684206394456533,4.582259634866933,1.1057755732958487,1.2227396184977628,17.172178805433266,0.0363409,0.00111473
6,0.1,k1,fixed,True,15.8732,306532503,52,12,2,19,1056403.911111111,10113808,397244,397244,10113808,0.37603420038665347,9.573807796075306,1.8973874562810535,3.6000791592526866,25.45993897956923,0.0540609,0.00218347
6,0.1,optk,dynamic,True,14.7549,313303453,52,12,2,19,1056403.911111111,4840717,1358,1358,4840717,0.001285493158172497,4.582259634866933,0.07674935445716431,0.005890463409591447,3564.592783505155,0.168963,2.05098e-05
6,0.1,optk,fixed,True,15.6888,306532503,52,12,2,19,1056403.911111111,10113808,6185,6185,10113808,0.005854768176212735,9.573807796075306,0.23675393388418933,0.05605242520963908,1635.215521422797,0.242691,0.000173734
6,0.5,k1,dynamic,True,16.7689,313303453,52,12,2,19,5282019.555555556,4840717,54685,54685,4840717,0.010353047622188954,0.9164519269733865,0.0974067268898935,0.009488070443402304,88.5200146292402,0.00737524,4.50543e-05
6,0.5,k1,fixed,True,16.1522,306532503,52,12,2,19,5282019.555555556,10113808,83416,83416,10113808,0.015792444371445804,1.914761559215061,0.17389297113019456,0.03023876540848668,121.24542054282152,0.0110554,8.98604e-05
6,0.5,optk,dynamic,True,20.686,313303453,52,12,2,19,5282019.555555556,4840717,2,2,4840717,3.7864305100809923e-07,0.9164519269733865,0.000589073979845872,3.4700815373145483e-07,2420358.5,0.181162,1.13593e-07
6,0.5,optk,fixed,True,22.8844,306532503,52,12,2,19,5282019.555555556,10113808,2,2,10113808,3.7864305100809923e-07,1.914761559215061,0.0008514758709054625,7.25011158734216e-07,5056904.0,0.259307,1.13593e-07
7,0.01,k1,dynamic,True,2.96782,61058303,50,10,2,17,18204.444444444445,16658,615,615,16658,0.033782958984375,0.9150512695312499,0.17582132836255812,0.03091313950717449,27.086178861788618,0.0171106,0.000129395
7,0.01,k1,fixed,True,8.11242,180944617,50,10,2,19,18204.444444444445,3260002,669532,669532,3260002,36.778491210937496,179.07725830078124,81.15535330767814,6586.191370494067,4.8690757125873,0.68802,0.278696
