56,58,4517696,1417447,580088
56,59,2069988,719769,436948
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
49,0,10176,4997,4994
49,1,0,0,0
51,0,80064,31984,31794
51,1,18,8,8
53,0,688453,225356,216814
53,1,1518,861,861
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
49,0,10176,4997,4995
49,1,0,0,0
51,0,80064,31984,31795
51,1,19,11,11
53,0,688453,225356,216826
53,1,1395,817,816
55,0,3949981,1051929,882446
55,1,44343,19977,19903
57,0,24607730,5129745,2401080
57,1,915957,347229,326924
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
49,0,10176,4997,4976
49,1,0,0,0
51,0,80064,31984,31102
51,1,103,68,68
53,0,688453,225356,186688
53,1,6398,3728,3717
55,0,3949981,1051929,484252
55,1,121918,55137,52556
57,0,24607730,5129745,577975
57,1,1102495,417782,297305
57,2,12658666,2639725,571945
57,3,1091320,413500,295309
57,4,12566094,2622325,571714
57,5,1090740,413314,295501
57,6,12578210,2622237,571385
57,7,1090101,413156,295323
57,8,12570303,2621036,571825
57,9,1090788,413376,294982
57,10,12557680,2617509,571653
57,11,1091510,413468,295293
57,12,12595135,2622872,571757
57,13,1090596,413338,294415
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
49,0,10176,4997,4994
49,1,0,0,0
51,0,80064,31984,31782
51,1,12,9,9
53,0,688453,225356,216689
53,1,1434,815,814
55,0,3949981,1051929,881492
55,1,44646,20228,19999
57,0,24607730,5129745,2400278
57,1,914723,347331,323665
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
